"source","source_id","original_title","resolved_title","starts_at","start_time","ends_at","end_time","venue_name","location_name","address","city","price","currency","image_url","canonical_url","ticket_url","source_notes","query_title","chosen_url","enrich_ok","needs_review","candidate_score","candidate_strong_signals","candidate_reasons"
"visitlisboa","en/events/octopus-festival-ericeira","Octopus Festival | Ericeira","Octopus Festival | Ericeira","2026-05-01","","2026-05-31","","Various restaurants in Ericeira","Various restaurants in Ericeira","","Ericeira","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzY2NDcsInB1ciI6ImJsb2JfaWQifX0=--29aeb793c9de6941c058a7df4a8bc810e5062d95/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiIxMjAweDEyMDBcdTAwM2UifSwicHVyIjoidmFyaWF0aW9uIn19--19d67177a9879edd8f885ce80c29da2d57a5e00e/gen-visit-lisboa-festival-do-polvo.jpg","https://www.visitlisboa.com/en/events/octopus-festival-ericeira","","Dates approximate; event held annually in May, 2026 edition to be confirmed","Octopus Festival | Ericeira","https://www.visitlisboa.com/fr/evenements/octopus-festival-ericeira","true","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/kulturfest-festival-of-german-expression-cultures-l","KULTURfest - Festival of German Expression Cultures l","KULTURfest - Festival of German Expression Cultures l","2026-05-01","","2026-05-31","","Goethe-Institut Portugal","Goethe-Institut Portugal","Campo dos Mártires da Pátria, 37","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6Mjk5NjUsInB1ciI6ImJsb2JfaWQifX0=--c0b1e58de8859b0a61e6fad701e9d4bc90d27ca9/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiIxMjAweDEyMDBcdTAwM2UifSwicHVyIjoidmFyaWF0aW9uIn19--19d67177a9879edd8f885ce80c29da2d57a5e00e/Gen25_festival-kulturfest.jpg","https://www.visitlisboa.com/en/events/kulturfest-festival-of-german-expression-cultures-l","","Dates are approximate (May 2026, to be confirmed); no ticket link or price listed.","KULTURfest - Festival of German Expression Cultures l","https://www.visitlisboa.com/en/events/kulturfest-festival-of-german-expression-cultures-l","true","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/portuguese-surf-film-festival","Portuguese Surf Film Festival","Portuguese Surf Film Festival","","","","","","","","Lisbon","From €5","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzEyNjksInB1ciI6ImJsb2JfaWQifX0=--714715c6a9100c5eb13a8b54bb22db09ab56a2f8/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/145-PSFF.jpg","https://www.visitlisboa.com/en/events","","","Portuguese Surf Film Festival","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/feira-da-luz-2","Feira da Luz","Feira da Luz","2026-08-01","","2026-08-31","","Largo da Luz","Largo da Luz","Largo da Luz, 1600-000, Lisboa","Lisbon","Free Entry","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU2MjMsInB1ciI6ImJsb2JfaWQifX0=--c818eb952c67ca098a9af9561e14261c94641c0e/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiIxMjAweDEyMDBcdTAwM2UifSwicHVyIjoidmFyaWF0aW9uIn19--19d67177a9879edd8f885ce80c29da2d57a5e00e/2026-Feira-da-luz.jpg","https://www.visitlisboa.com/en/events/feira-da-luz-2","","Dates approximate; event typically runs from first Saturday to last Sunday in September, but 2026 date listed as August (to be confirmed).","Feira da Luz","https://www.visitlisboa.com/en/events/feira-da-luz-2","true","true","8","1","has_title | title_event_pattern:/\bfeira\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/x-market","X Market","X Market","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU2ODIsInB1ciI6ImJsb2JfaWQifX0=--716d30c35d3e75e54095aecf1954cdff0a442b2f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/X-Market-visit-lisboa-xira-2026.jpg","https://www.visitlisboa.com/en/events","","","X Market","","false","true","8","1","has_title | title_event_pattern:/\bmarket\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/motelx-lisbon-international-horror-film-festival","MOTELx - Lisbon International Horror Film Festival","MOTELx - Lisbon International Horror Film Festival","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU2MjUsInB1ciI6ImJsb2JfaWQifX0=--7eec66bdac820cad27a4a7c24662ce1898a7acf4/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/2026-visit-lisboa-MOTELx-Festival-de-Cinema-de-Terror.jpg","https://www.visitlisboa.com/en/events","","","MOTELx - Lisbon International Horror Film Festival","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/lisbon-arab-film-festival-laff_","Lisbon Arab Film Festival (LAFF)","Lisbon Arab Film Festival (LAFF)","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQwMTMsInB1ciI6ImJsb2JfaWQifX0=--d9ab8ee3a5981af89458b50090a945c6f31a9927/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/LAFF_GEN25_2.jpg","https://www.visitlisboa.com/en/events","","","Lisbon Arab Film Festival (LAFF)","","false","true","10","2","has_title | title_event_pattern:/\bfestival\b/i | good_category | source_visitlisboa | good_host"
"visitlisboa","en/events/amadora-international-comic-festival-2","Amadora International Comic Festival'26","Amadora International Comic Festival'26","2026-10-01","","2026-10-31","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzI5MTMsInB1ciI6ImJsb2JfaWQifX0=--7861a83c2af15c35c03586ef89690ec654960407/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiIxMjAweDEyMDBcdTAwM2UifSwicHVyIjoidmFyaWF0aW9uIn19--19d67177a9879edd8f885ce80c29da2d57a5e00e/GEN-Festival-Amadora-BD.jpg","https://www.visitlisboa.com/en/events/amadora-international-comic-festival-2","http://www.amadorabd.com","Dates are approximate (October 2026, to be confirmed); venue not specified on page.","Amadora International Comic Festival'26","https://www.visitlisboa.com/en/events/amadora-international-comic-festival-2","true","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/french-film-festival-2","French Film Festival'26","French Film Festival'26","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzI5ODIsInB1ciI6ImJsb2JfaWQifX0=--63809cbab7247fbe2974a8962e81b875d1ebbe21/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/GEN25-Festa-do-Cinema-Franc%C3%AAs_vl.jpg","https://www.visitlisboa.com/en/events","","","French Film Festival'26","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/festival-big-bang-I","Festival Big Bang'26","Festival Big Bang'26","","","","","","","","Lisbon","From €2.5","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NzIyMSwicHVyIjoiYmxvYl9pZCJ9fQ==--2e382d989b8f476bb80b2c9e951d7e917c0acba1/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/BIG-BANG-LX19_2.jpg","https://www.visitlisboa.com/en/events","","","Festival Big Bang'26","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
