"source","source_id","original_title","resolved_title","starts_at","start_time","ends_at","end_time","venue_name","location_name","address","city","price","currency","image_url","canonical_url","ticket_url","source_notes","query_title","chosen_url","enrich_ok","needs_review","candidate_score","candidate_strong_signals","candidate_reasons"
"visitlisboa","en/events/festival-criasons_","Festival CriaSons","Festival Criasons","2026-01-10","","2026-03-28","","Vários locais (Biblioteca Camões, Biblioteca de Alcântara - José Dias Coelho, Biblioteca de Marvila, Casa do Jardim da Estrela - Um Teatro em Cada Bairro)","Vários locais (Biblioteca Camões, Biblioteca de Alcântara - José Dias Coelho, Biblioteca de Marvila, Casa do Jardim da Estrela - Um Teatro em Cada Bairro)","","Lisbon","Gratuito","","https://www.agendalx.pt/content/uploads/2025/12/Foto-de-Patricia-Santos-Pinto-I-1-1600x1067-1.jpg","https://www.agendalx.pt/events/event/festival-criasons-3/","https://musicamera.pt/festival-criasons-regressa-com-edicao-dedicada-a-musica-e-literatura/","Multiple venues; free entry; dates and details from event page","Festival CriaSons","https://www.agendalx.pt/events/event/festival-criasons-3/","true","true","12","3","has_title | title_event_pattern:/\bfestival\b/i | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/benfica-handicrafts-market","Benfica Handicrafts Market","Benfica Handicrafts Market","2026-04-11","","2026-04-11","","","","","Lisbon","Free Entry","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MjY1NTMsInB1ciI6ImJsb2JfaWQifX0=--57d5b1e990a1587bcd63f2426ec3a6829cb4eb15/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/Feita-de-Artesanato-de-Benfica_25.jpg","https://www.visitlisboa.com/en/events","","","Benfica Handicrafts Market","","false","true","10","2","has_title | title_event_pattern:/\bmarket\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/inart-community-arts-festival","InArt – Community Arts Festival","InArt – Community Arts Festival","2026-05-25","","2026-05-31","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzYxMjIsInB1ciI6ImJsb2JfaWQifX0=--1e99864ab5cced6120807292f8156fd5186080bc/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/InArt-GEN.jpg","https://www.visitlisboa.com/en/events","","","InArt – Community Arts Festival","","false","true","10","2","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/power-and-glory","Power and Glory","Power and Glory","2025-09-14","","2026-06-14","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzYwMzQsInB1ciI6ImJsb2JfaWQifX0=--1b071042ad46db5460d6170830fa696b8b2caad5/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/2026-visit-O-Poder-e-a-Gloria_Ensaios.jpg","https://www.visitlisboa.com/en/events","","","Power and Glory","","false","true","8","2","has_title | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/hercules-the-heroic-musical","Hercules - The Heroic Musical","Hercules - The Heroic Musical","2025-10-17","","2026-04-30","","Teatro Politeama","Teatro Politeama","R. das Portas de Santo Antão, 109, 1150-266, Lisboa","Lisbon","7.5","EUR","https://visit-lisboa.eu-west-1.elasticbeanstalk.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzY0NDMsInB1ciI6ImJsb2JfaWQifX0=--a559fe8cf06589d938eb6d9783e6da77e3fd7b42/lf2222222.jpg","https://www.visitlisboa.com/en/events/hercules-the-heroic-musical","https://politeama.bol.pt/Comprar/Bilhetes/159801-hercules_o_musical_heroico-teatro_politeama/","","Hercules - The Heroic Musical","https://www.visitlisboa.com/en/events/hercules-the-heroic-musical","true","true","12","3","has_title | title_event_pattern:/\bmusical\b/i | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/once-upon-a-time","Once upon a time...","Once upon a time...","2025-11-02","","2026-06-30","","","","","Lisbon","From €14 to €17","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQwNTQsInB1ciI6ImJsb2JfaWQifX0=--05f0580db8a19f78212cf07c6d8fe889acaac500/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/turismo-lisboa_1400x1087px_eraumavez.jpg","https://www.visitlisboa.com/en/events","","","Once upon a time...","","false","true","8","2","has_title | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/fado-in-chiado","Fado in Chiado","Fado in Chiado","2026-03-16","","2026-03-16","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU1MjUsInB1ciI6ImJsb2JfaWQifX0=--b152ded3a5402e3278612905175d023731633d80/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/visit-lisboa-fado-in-chiado-1.jpg","https://www.visitlisboa.com/en/events","","","Fado in Chiado","","false","true","8","2","has_title | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/centenary-exhibition-of-julio-pomar","Centenary exhibition of Júlio Pomar","Centenary exhibition of Júlio Pomar","2026-01-10","10:00","2026-06-13","19:00","CAMB - Centro de Arte Manuel de Brito","CAMB - Centro de Arte Manuel de Brito","Campo Grande 113A, Lisboa, 1700-089","Lisbon","Free Entry","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzYwMDcsInB1ciI6ImJsb2JfaWQifX0=--d23188ebef50a1eef77a2dddfc95345c81b69dad/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiIxMjAweDEyMDBcdTAwM2UifSwicHVyIjoidmFyaWF0aW9uIn19--19d67177a9879edd8f885ce80c29da2d57a5e00e/2026-visit-lisboa-Julio-Pomar-Mojiganga-segundo-Goya-1963-oleo-sobre-tela-162-x-130-cm-scaled.jpg","https://www.visitlisboa.com/en/events/centenary-exhibition-of-julio-pomar","","","Centenary exhibition of Júlio Pomar","https://www.visitlisboa.com/en/events/centenary-exhibition-of-julio-pomar","true","true","10","2","has_title | title_event_pattern:/\bexhibition\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/jardim-aberto-open-garden","Jardim Aberto (Open garden)","Jardim Aberto (Open garden)","2026-04-13","","2026-04-13","","","","","Lisbon","Free Entry","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU4MjgsInB1ciI6ImJsb2JfaWQifX0=--412fcb391fccfa3f3da0676c6b0f4e081587e68c/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/visit-lisboa-jardim-aberto-open-garden.jpg","https://www.visitlisboa.com/en/events","","","Jardim Aberto (Open garden)","","false","true","8","2","has_title | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/1st-exhibition-cycle","1st Exhibition Cycle","1st Exhibition Cycle","2026-02-10","","2026-05-10","","Arpad Szenes - Vieira da Silva Foundation","Arpad Szenes - Vieira da Silva Foundation","Praça das Amoreiras, 56, 1250-020, Lisboa","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzYwNDgsInB1ciI6ImJsb2JfaWQifX0=--313c3b10fe53b87fc66e63bff1bcab8503d09170/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiIxMjAweDEyMDBcdTAwM2UifSwicHVyIjoidmFyaWF0aW9uIn19--19d67177a9879edd8f885ce80c29da2d57a5e00e/2026-visit-lisboa-arpad.jpg","https://www.visitlisboa.com/en/events/1st-exhibition-cycle","https://fasvs.pt/visitar-museu/","Extracted from Visit Lisboa event page","1st Exhibition Cycle","https://www.visitlisboa.com/en/events/1st-exhibition-cycle","true","true","10","2","has_title | title_event_pattern:/\bexhibition\b/i | source_visitlisboa | good_host | already_has_start_date"
